"diameter","albedo","spkid","full_name","pha","H","e","a","q","i","n","per","per_y","moid","class"
,,3592019,"       (2012 AZ)",N,25.80,0.3789,1.339,0.832,5.96,0.636,566,1.55,0.0333,APO
,,3592118,"       (2012 AA3)",N,22.40,0.4028,1.932,1.154,9.44,0.3672,980,2.68,0.173,AMO
,,3592119,"       (2012 AB3)",N,24.10,0.6178,2.424,0.926,7.80,0.2612,1.38e+03,3.77,0.0342,APO
,,3592120,"       (2012 AC3)",N,22.97,0.3942,1.702,1.031,7.45,0.4438,811,2.22,0.0653,AMO
,,3592226,"       (2012 AE3)",N,20.26,0.1843,1.412,1.152,40.19,0.5872,613,1.68,0.248,AMO
,,3592227,"       (2012 AF3)",N,24.64,0.1393,1.058,0.911,12.84,0.9052,398,1.09,0.0235,APO
,,54029194,"       (2012 AG7)",N,19.29,0.4662,2.409,1.286,4.43,0.2635,1.37e+03,3.74,0.301,AMO
,,3592305,"       (2012 AM10)",N,22.81,0.5151,1.489,0.722,2.08,0.5425,664,1.82,0.0201,APO
,,3592306,"       (2012 AN10)",N,22.63,0.3982,0.9094,0.547,14.13,1.137,317,0.867,0.0021,ATE
,,3592307,"       (2012 AO10)",N,24.60,0.2928,1.328,0.939,6.00,0.6441,559,1.53,0.0462,APO
,,3592308,"       (2012 AP10)",N,26.50,0.1383,0.889,0.766,2.73,1.176,306,0.838,0.00196,ATE
,,3595636,"       (2012 AQ10)",N,26.70,0.4234,1.67,0.963,3.42,0.4566,788,2.16,0.00524,APO
,,3595643,"       (2012 AT10)",N,20.06,0.4647,2.113,1.131,22.27,0.3209,1.12e+03,3.07,0.362,AMO
,,3595645,"       (2012 AW10)",N,25.70,0.4367,1.512,0.852,7.39,0.53,679,1.86,0.00793,APO
,,3595774,"       (2012 AA11)",Y,20.14,0.4857,1.977,1.017,6.42,0.3546,1.02e+03,2.78,0.0465,APO
,,3595776,"       (2012 AC11)",N,21.94,0.0711,1.324,1.230,20.84,0.6472,556,1.52,0.246,AMO
,,3595880,"       (2012 AW12)",N,19.82,0.6063,1.69,0.665,51.52,0.4486,802,2.2,0.132,APO
,,3595889,"       (2012 AC13)",N,19.92,0.4302,2.196,1.251,1.86,0.3029,1.19e+03,3.25,0.264,AMO
,,3597505,"       (2012 AT22)",N,20.31,0.1597,1.151,0.968,27.33,0.7977,451,1.24,0.0651,APO
,,3595919,"       (2012 BN1)",N,25.52,0.1856,0.9012,0.734,4.17,1.152,313,0.856,0.0306,ATE
,,3595920,"       (2012 BO1)",N,24.82,0.1734,1.348,1.114,4.56,0.6297,572,1.57,0.132,AMO
,,3595921,"       (2012 BP1)",N,24.27,0.1739,1.402,1.158,26.12,0.5937,606,1.66,0.175,AMO
,,3595922,"       (2012 BR1)",N,26.43,0.2638,1.069,0.787,18.17,0.8923,403,1.1,0.0563,APO
,,3595923,"       (2012 BS1)",N,28.40,0.3820,1.442,0.891,1.08,0.5693,632,1.73,0.00223,APO
,,3595924,"       (2012 BT1)",N,27.40,0.3070,0.783,0.543,4.35,1.423,253,0.693,0.0131,ATE
,,3595925,"       (2012 BU1)",N,27.70,0.4426,1.614,0.900,0.43,0.4805,749,2.05,0.000337,APO
,,3595926,"       (2012 BV1)",N,31.00,0.3151,1.233,0.845,0.76,0.7198,500,1.37,0.000698,APO
,,3595927,"       (2012 BX1)",N,24.80,0.3047,1.146,0.797,12.98,0.8035,448,1.23,0.013,APO
,,3595928,"       (2012 BY1)",N,25.79,0.6746,2.133,0.694,0.48,0.3164,1.14e+03,3.12,0.00265,APO
,,3595929,"       (2012 BZ1)",N,23.92,0.5944,1.312,0.532,37.16,0.656,549,1.5,0.0342,APO
,,3595981,"       (2012 BF11)",N,22.29,0.0737,1.259,1.166,14.72,0.698,516,1.41,0.191,AMO
,,3595982,"       (2012 BG11)",N,22.60,0.5078,1.933,0.951,7.81,0.3668,981,2.69,0.0281,APO
,,3595983,"       (2012 BJ11)",N,21.92,0.4095,1.739,1.027,5.08,0.4297,838,2.29,0.0962,AMO
,,3595984,"       (2012 BK11)",N,22.70,0.3896,1.881,1.148,2.52,0.3822,942,2.58,0.16,AMO
,,3595985,"       (2012 BL11)",N,25.80,0.1533,1.245,1.054,10.85,0.7092,508,1.39,0.0751,AMO
,,3595986,"       (2012 BM11)",N,23.24,0.4170,1.806,1.053,29.31,0.4062,886,2.43,0.0762,AMO
,,3595988,"       (2012 BO11)",N,26.00,0.3625,1.391,0.887,0.47,0.6007,599,1.64,0.00163,APO
,,3596090,"       (2012 BT13)",N,20.17,0.3630,1.902,1.212,16.68,0.3758,958,2.62,0.339,AMO
,,3596030,"       (2012 BV13)",N,22.29,0.1006,0.9442,0.849,12.22,1.074,335,0.918,0.00741,ATE
,,3596031,"       (2012 BW13)",N,27.20,0.5405,1.888,0.868,1.09,0.3798,948,2.59,0.00153,APO
,,3596032,"       (2012 BX13)",N,20.04,0.6236,1.412,0.531,44.55,0.5875,613,1.68,0.262,APO
,,3596033,"       (2012 BZ13)",N,25.90,0.1854,1.222,0.995,16.54,0.7296,493,1.35,0.0234,APO
,,3596034,"       (2012 BA14)",N,24.90,0.5231,2.007,0.957,10.98,0.3466,1.04e+03,2.84,0.0394,APO
,,3596035,"       (2012 BB14)",N,24.99,0.0987,1.063,0.958,2.64,0.8995,400,1.1,0.0167,APO
,,3596036,"       (2012 BC14)",N,24.70,0.4653,1.415,0.757,6.49,0.5853,615,1.68,0.0088,APO
,,3596037,"       (2012 BD14)",N,26.50,0.2403,1.018,0.773,1.53,0.9596,375,1.03,0.00789,APO
,,3596038,"       (2012 BE14)",N,22.77,0.0922,1.394,1.265,22.35,0.5991,601,1.65,0.281,AMO
,,3596039,"       (2012 BF14)",N,23.70,0.5918,2.258,0.922,8.06,0.2905,1.24e+03,3.39,0.0764,APO
,,3596040,"       (2012 BG14)",N,25.00,0.4874,1.438,0.737,14.22,0.5718,630,1.72,0.0307,APO
,,3596041,"       (2012 BH14)",N,24.30,0.1206,1.305,1.148,25.49,0.6611,545,1.49,0.167,AMO
,,3596042,"       (2012 BJ14)",N,24.60,0.7413,2.057,0.532,6.39,0.3341,1.08e+03,2.95,0.000862,APO
,,3596043,"       (2012 BK14)",N,27.55,0.1881,0.9808,0.796,1.48,1.015,355,0.971,0.00188,ATE
,,3596044,"       (2012 BL14)",N,28.20,0.6540,1.725,0.597,6.84,0.4349,828,2.27,0.00127,APO
,,3596142,"       (2012 BR23)",N,21.34,0.2781,1.55,1.119,13.90,0.5107,705,1.93,0.212,AMO
,,3596143,"       (2012 BS23)",Y,21.50,0.5775,1.937,0.819,5.39,0.3655,985,2.7,0.0325,APO
,,3596145,"       (2012 BV26)",N,22.11,0.1487,1.132,0.964,21.37,0.8181,440,1.2,0.0421,APO
,,3596257,"       (2012 BA27)",N,20.49,0.2798,1.801,1.297,12.88,0.4078,883,2.42,0.341,AMO
,,3596211,"       (2012 BD27)",N,19.80,0.4861,2.452,1.260,40.80,0.2567,1.4e+03,3.84,0.454,AMO
,,3596212,"       (2012 BE27)",N,23.30,0.5027,1.96,0.975,12.75,0.3592,1e+03,2.74,0.0129,APO
,,3596213,"       (2012 BF27)",N,26.10,0.6127,2.168,0.840,8.06,0.3088,1.17e+03,3.19,0.000754,APO
,,3596262,"       (2012 BX34)",N,27.60,0.3582,0.7604,0.488,10.52,1.486,242,0.663,6.41e-05,ATE
,,3596263,"       (2012 BZ34)",N,22.40,0.3676,1.712,1.083,29.57,0.44,818,2.24,0.269,AMO
,,3596264,"       (2012 BA35)",N,23.75,0.1158,1.071,0.947,5.81,0.8897,405,1.11,0.0187,APO
,,3596490,"       (2012 BT61)",N,19.60,0.4869,2.45,1.257,10.05,0.2571,1.4e+03,3.83,0.283,AMO
,,3596491,"       (2012 BU61)",Y,21.48,0.7768,2.526,0.564,5.22,0.2455,1.47e+03,4.01,0.0265,APO
,,3596492,"       (2012 BV61)",N,25.20,0.3533,1.529,0.989,0.64,0.5211,691,1.89,0.0109,APO
,,3596493,"       (2012 BW61)",N,25.30,0.5621,1.861,0.815,14.52,0.3883,927,2.54,0.0397,APO
,,3596494,"       (2012 BY61)",N,26.40,0.3766,1.684,1.050,24.31,0.4512,798,2.18,0.0653,AMO
,,3596495,"       (2012 BZ61)",N,26.00,0.4848,2.074,1.068,13.05,0.33,1.09e+03,2.99,0.0991,AMO
,,3596496,"       (2012 BA62)",N,26.65,0.1161,1.061,0.937,14.13,0.9024,399,1.09,0.0403,APO
,,3596497,"       (2012 BB62)",N,26.00,0.5264,1.959,0.928,7.22,0.3595,1e+03,2.74,0.0364,APO
,,3596498,"       (2012 BC62)",N,26.60,0.3589,1.53,0.981,11.52,0.5209,691,1.89,0.0411,APO
,,3596673,"       (2012 BY76)",N,25.50,0.3695,1.428,0.901,4.52,0.5773,624,1.71,0.0496,APO
,,3596674,"       (2012 BZ76)",N,18.81,0.6746,2.42,0.787,7.35,0.2618,1.38e+03,3.76,0.0981,APO
,,3596675,"       (2012 BA77)",N,25.80,0.6320,2.361,0.869,1.18,0.2718,1.32e+03,3.63,0.000125,APO
,,3596677,"       (2012 BC77)",N,25.10,0.5938,1.886,0.766,4.60,0.3806,946,2.59,0.0114,APO
,,3596678,"       (2012 BD77)",N,21.40,0.2450,1.626,1.227,32.69,0.4756,757,2.07,0.375,AMO
,,3596680,"       (2012 BF77)",N,25.00,0.3327,1.503,1.003,5.23,0.535,673,1.84,0.0195,APO
,,3596681,"       (2012 BK77)",N,22.40,0.4385,1.949,1.094,5.73,0.3623,994,2.72,0.145,AMO
,,3596682,"       (2012 BL77)",N,23.30,0.5079,0.9429,0.464,20.70,1.076,334,0.916,0.115,ATE
,,3596683,"       (2012 BM77)",N,23.90,0.5836,2.474,1.030,12.77,0.2533,1.42e+03,3.89,0.0446,AMO
,,3596684,"       (2012 BN77)",N,19.14,0.5369,2.624,1.215,5.79,0.2319,1.55e+03,4.25,0.239,AMO
,,3596685,"       (2012 BO77)",N,22.30,0.5612,0.9442,0.414,12.37,1.074,335,0.917,0.0678,ATE
,,3596841,"       (2012 BE86)",N,19.70,0.4977,2.557,1.284,27.98,0.241,1.49e+03,4.09,0.51,AMO
,,3596842,"       (2012 BF86)",N,22.69,0.4361,0.756,0.426,6.02,1.499,240,0.657,0.0232,ATE
,,3596843,"       (2012 BG86)",N,21.50,0.7508,1.259,0.314,35.77,0.6974,516,1.41,0.187,APO
,,3596844,"       (2012 BH86)",N,24.40,0.3888,1.303,0.796,3.56,0.6629,543,1.49,0.0031,APO
,,3596845,"       (2012 BJ86)",Y,21.30,0.6371,1.981,0.719,1.34,0.3535,1.02e+03,2.79,0.0032,APO
,,3596846,"       (2012 BK86)",N,21.90,0.3136,1.856,1.274,25.05,0.3898,924,2.53,0.414,AMO
,,3596847,"       (2012 BL86)",N,24.00,0.6070,2.558,1.005,6.54,0.241,1.49e+03,4.09,0.0261,APO
,,3596848,"       (2012 BM86)",Y,21.88,0.6365,2.145,0.780,11.37,0.3137,1.15e+03,3.14,0.0197,APO
,,3596962,"       (2012 BA102)",N,26.60,0.3959,1.547,0.935,2.37,0.512,703,1.93,0.00181,APO
,,3596963,"       (2012 BB102)",N,24.00,0.1853,1.395,1.136,21.44,0.5984,602,1.65,0.151,AMO
,,3596964,"       (2012 BC102)",N,24.10,0.4298,1.705,0.972,25.88,0.4425,814,2.23,0.0104,APO
,,3597091,"       (2012 BN123)",N,23.32,0.5715,2.544,1.090,8.93,0.2429,1.48e+03,4.06,0.108,AMO
,,3597092,"       (2012 BO123)",N,24.80,0.0715,1.155,1.072,23.96,0.794,453,1.24,0.0959,AMO
,,3597093,"       (2012 BP123)",N,27.10,0.1562,1.123,0.947,2.59,0.8287,434,1.19,0.0274,APO
,,3597094,"       (2012 BQ123)",N,24.70,0.6871,2.007,0.628,0.93,0.3466,1.04e+03,2.84,0.012,APO
,,3597095,"       (2012 BB124)",Y,21.10,0.2111,1.155,0.911,15.79,0.7943,453,1.24,0.021,APO
,,3597096,"       (2012 BC124)",N,19.93,0.4783,2.3,1.200,41.82,0.2825,1.27e+03,3.49,0.234,AMO
,,3597098,"       (2012 BE124)",N,19.35,0.9096,2.537,0.229,16.29,0.244,1.48e+03,4.04,0.193,APO
,,3597099,"       (2012 CA)",N,23.50,0.1625,1.245,1.043,35.89,0.7093,508,1.39,0.0908,AMO
,,3597226,"       (2012 CD)",N,24.20,0.2082,1.343,1.063,23.37,0.6334,568,1.56,0.145,AMO
,,3597331,"       (2012 CR)",N,21.80,0.3847,1.783,1.097,2.19,0.4139,870,2.38,0.101,AMO
,,3597332,"       (2012 CS)",N,23.10,0.7073,2.377,0.696,1.13,0.2689,1.34e+03,3.67,0.00591,APO
,,3597333,"       (2012 CT)",N,21.50,0.5007,2.31,1.153,16.07,0.2808,1.28e+03,3.51,0.205,AMO
,,3597334,"       (2012 CU)",N,26.09,0.5063,1.743,0.861,0.31,0.4282,841,2.3,0.00306,APO
,,3597506,"       (2012 CK2)",N,18.93,0.5066,2.579,1.272,25.93,0.238,1.51e+03,4.14,0.515,AMO
,,3597508,"       (2012 CM2)",N,24.80,0.2171,0.9874,0.773,5.83,1.004,358,0.981,0.0733,ATE
,,3597509,"       (2012 CN2)",N,25.40,0.2113,1.338,1.055,10.02,0.6369,565,1.55,0.0721,AMO
,,3597510,"       (2012 CP2)",N,20.54,0.3967,1.737,1.048,8.09,0.4304,836,2.29,0.0862,AMO
0.231,0.208,3597511,"       (2012 CC17)",N,20.50,0.3645,1.621,1.030,11.80,0.4774,754,2.06,0.111,AMO
,,3598900,"       (2012 CL17)",N,25.70,0.7039,1.856,0.549,4.39,0.3899,923,2.53,0.00616,APO
,,3598975,"       (2012 CD18)",N,24.30,0.4861,1.999,1.027,17.12,0.3488,1.03e+03,2.83,0.0433,AMO
,,3599062,"       (2012 CA21)",Y,19.08,0.6562,2.663,0.916,28.66,0.2267,1.59e+03,4.35,0.00416,APO
,,3599109,"       (2012 CC29)",N,22.30,0.7790,2.424,0.536,1.94,0.2611,1.38e+03,3.77,0.0199,APO
,,3599111,"       (2012 CL29)",N,23.10,0.3432,1.747,1.148,8.08,0.4268,843,2.31,0.16,AMO
,,3599112,"       (2012 CM29)",N,22.13,0.4055,2.042,1.214,6.16,0.3378,1.07e+03,2.92,0.232,AMO
,,3599252,"       (2012 CO36)",N,25.60,0.3003,1.112,0.778,12.45,0.8406,428,1.17,0.0442,APO
,,3599253,"       (2012 CP36)",N,21.60,0.4944,2.127,1.075,13.95,0.3178,1.13e+03,3.1,0.135,AMO
,,3599302,"       (2012 CQ36)",N,21.70,0.5000,1.422,0.711,3.80,0.5815,619,1.69,0.0605,APO
,,3599303,"       (2012 CR36)",N,22.83,0.3581,1.369,0.879,26.96,0.6155,585,1.6,0.107,APO
,,3599304,"       (2012 CR45)",N,25.50,0.3376,1.537,1.018,3.67,0.5172,696,1.91,0.0284,AMO
,,3599385,"       (2012 CN46)",N,24.70,0.2017,1.452,1.159,2.26,0.5632,639,1.75,0.171,AMO
,,3599389,"       (2012 CP46)",N,25.80,0.0694,1.152,1.072,7.35,0.7971,452,1.24,0.0868,AMO
,,3599390,"       (2012 CQ46)",N,27.20,0.4374,1.204,0.677,0.62,0.7459,483,1.32,0.00926,APO
,,3599391,"       (2012 CR46)",N,26.40,0.2414,1.339,1.016,2.67,0.6362,566,1.55,0.0283,APO
,,3599392,"       (2012 CS46)",N,27.70,0.2781,1.266,0.914,0.49,0.6918,520,1.42,0.00632,APO
,,3599478,"       (2012 CA53)",N,25.70,0.1924,1.265,1.022,10.81,0.6925,520,1.42,0.0713,AMO
,,3599930,"       (2012 CA55)",Y,21.84,0.4796,1.801,0.937,8.64,0.4077,883,2.42,0.013,APO
,,3838790,"       (2012 CU59)",N,20.50,0.4888,2.421,1.238,6.85,0.2616,1.38e+03,3.77,0.261,AMO
,,3599388,"       (2012 DO)",N,20.34,0.5059,2.214,1.094,10.26,0.2991,1.2e+03,3.3,0.106,AMO
,,3599393,"       (2012 DP)",N,25.40,0.4573,2.029,1.101,4.04,0.341,1.06e+03,2.89,0.121,AMO
,,3599403,"       (2012 DX)",N,27.10,0.3996,1.435,0.862,5.94,0.5731,628,1.72,0.00206,APO
,,3599404,"       (2012 DY)",N,26.60,0.5426,2.126,0.972,4.99,0.318,1.13e+03,3.1,0.0155,APO
,,3599405,"       (2012 DZ)",N,26.27,0.6493,2.176,0.763,1.22,0.307,1.17e+03,3.21,0.00377,APO
,,3599477,"       (2012 DF4)",N,25.90,0.5397,1.505,0.693,4.71,0.5338,674,1.85,0.00788,APO
,,3599479,"       (2012 DG4)",N,18.04,0.5996,3.185,1.275,9.70,0.1734,2.08e+03,5.68,0.338,AMO
,,3599480,"       (2012 DH4)",N,20.70,0.5766,2.032,0.860,14.47,0.3403,1.06e+03,2.9,0.0637,APO
,,3599482,"       (2012 DK4)",N,23.60,0.1817,0.8918,0.730,4.10,1.17,308,0.842,0.0122,ATE
,,3599483,"       (2012 DL4)",N,24.90,0.3046,1.25,0.869,7.73,0.7053,510,1.4,0.0381,APO
,,3599484,"       (2012 DM4)",N,24.20,0.4598,1.947,1.052,12.65,0.3629,992,2.72,0.0743,AMO
,,3599541,"       (2012 DO8)",N,22.34,0.2470,0.948,0.714,8.75,1.068,337,0.923,0.126,ATE
,,3599543,"       (2012 DQ8)",N,21.30,0.1480,0.9599,0.818,29.79,1.048,343,0.94,0.109,ATE
,,3599599,"       (2012 DX13)",N,24.00,0.7656,2.132,0.500,1.35,0.3166,1.14e+03,3.11,0.0104,APO
,,3599600,"       (2012 DY13)",N,27.80,0.5736,1.459,0.622,2.84,0.5594,644,1.76,0.000532,APO
,,3599601,"       (2012 DZ13)",N,24.10,0.3906,1.135,0.691,9.31,0.8155,441,1.21,0.0225,APO
,,3599682,"       (2012 DJ14)",N,25.80,0.6672,2.831,0.942,14.63,0.2069,1.74e+03,4.76,0.0153,APO
,,3599683,"       (2012 DK14)",N,23.90,0.4556,1.653,0.900,19.58,0.4637,776,2.13,0.0605,APO
,,3599684,"       (2012 DL14)",N,24.00,0.2220,1.469,1.143,4.00,0.5533,651,1.78,0.158,AMO
,,3599685,"       (2012 DM14)",N,24.40,0.2773,1.448,1.046,15.92,0.5658,636,1.74,0.143,AMO
,,3599686,"       (2012 DN14)",N,24.70,0.1834,1.301,1.062,7.50,0.6641,542,1.48,0.0693,AMO
,,3599768,"       (2012 DC28)",N,23.40,0.2132,1.46,1.149,37.79,0.5588,644,1.76,0.161,AMO
,,3599860,"       (2012 DS30)",N,26.00,0.0926,1.094,0.992,9.54,0.8619,418,1.14,0.0295,APO
,,3599861,"       (2012 DW30)",N,22.67,0.5132,2.275,1.107,2.91,0.2873,1.25e+03,3.43,0.119,AMO
,,3599862,"       (2012 DE31)",Y,21.70,0.3728,1.15,0.721,29.69,0.7988,451,1.23,0.0439,APO
,,3599863,"       (2012 DF31)",N,24.58,0.4747,1.108,0.582,1.57,0.8453,426,1.17,0.0233,APO
,,3599865,"       (2012 DJ31)",N,24.60,0.5915,1.961,0.801,0.93,0.3589,1e+03,2.75,0.0069,APO
,,3599866,"       (2012 DK31)",Y,22.00,0.5766,0.6938,0.294,11.17,1.706,211,0.578,0.0254,ATE
,,3599867,"       (2012 DL31)",N,22.80,0.2233,0.9574,0.744,9.51,1.052,342,0.937,0.112,ATE
,,3599868,"       (2012 DN31)",N,24.00,0.5914,2.512,1.026,2.80,0.2476,1.45e+03,3.98,0.0358,AMO
,,3599869,"       (2012 DM32)",N,26.20,0.1720,1.052,0.871,12.88,0.9132,394,1.08,0.0135,APO
,,3599870,"       (2012 DP32)",N,24.38,0.5258,2.045,0.970,3.24,0.337,1.07e+03,2.92,0.0324,APO
,,3599871,"       (2012 DQ32)",N,23.70,0.4982,2.057,1.032,5.94,0.334,1.08e+03,2.95,0.0508,AMO
,,3599872,"       (2012 DR32)",N,24.80,0.4857,0.8866,0.456,17.20,1.181,305,0.835,0.00549,ATE
,,3599873,"       (2012 DS32)",N,26.30,0.3043,1.248,0.868,7.54,0.7072,509,1.39,0.00186,APO
,,3599929,"       (2012 DT32)",N,21.21,0.5158,1.348,0.653,6.44,0.6294,572,1.57,0.0812,APO
,,3599932,"       (2012 DW32)",N,25.30,0.4808,1.94,1.007,3.18,0.3647,987,2.7,0.0116,APO
,,3599933,"       (2012 DX32)",N,21.30,0.4095,2.052,1.212,1.45,0.3353,1.07e+03,2.94,0.211,AMO
,,3599934,"       (2012 DY32)",N,22.69,0.1660,1.084,0.904,9.54,0.8732,412,1.13,0.0111,APO
,,3599935,"       (2012 DZ32)",N,21.80,0.4694,2.301,1.221,7.39,0.2824,1.27e+03,3.49,0.244,AMO
,,3599936,"       (2012 DA33)",N,23.07,0.5042,1.116,0.553,6.48,0.836,431,1.18,0.0361,APO
,,3600003,"       (2012 DV43)",N,26.30,0.2755,1.444,1.046,3.04,0.568,634,1.74,0.0573,AMO
,,3600004,"       (2012 DW43)",N,26.40,0.4404,1.611,0.901,6.91,0.4821,747,2.04,0.0213,APO
,,3600005,"       (2012 DX43)",N,23.73,0.4391,2.036,1.142,8.55,0.3393,1.06e+03,2.91,0.151,AMO
,,3600006,"       (2012 DY43)",N,23.00,0.6418,1.598,0.572,10.38,0.4881,738,2.02,0.0349,APO
,,3600104,"       (2012 DG54)",N,20.30,0.7328,2.297,0.614,30.77,0.2832,1.27e+03,3.48,0.236,APO
,,3600105,"       (2012 DH54)",N,27.50,0.1463,0.9369,0.800,3.30,1.087,331,0.907,0.00869,ATE
,,3600106,"       (2012 DJ54)",N,28.50,0.2299,1.176,0.905,1.97,0.7731,466,1.27,0.00174,APO
,,3600234,"       (2012 DT60)",N,22.58,0.1124,1.191,1.058,7.48,0.7579,475,1.3,0.113,AMO
,,3600235,"       (2012 DU60)",N,25.40,0.4598,1.8,0.972,3.35,0.4082,882,2.41,0.011,APO
,,3600236,"       (2012 DW60)",N,26.50,0.1679,1.111,0.925,4.82,0.8412,428,1.17,0.00192,APO
,,3600238,"       (2012 DE61)",N,19.50,0.4487,2.27,1.252,19.28,0.2881,1.25e+03,3.42,0.44,AMO
,,3600241,"       (2012 DH61)",N,19.18,0.5081,2.213,1.089,23.48,0.2993,1.2e+03,3.29,0.176,AMO
,,3600475,"       (2012 DX75)",N,20.34,0.5713,2.364,1.014,14.77,0.2711,1.33e+03,3.64,0.0561,APO
,,3600237,"       (2012 EA)",N,26.90,0.3768,1.6,0.997,1.58,0.4872,739,2.02,0.0064,APO
,,3600243,"       (2012 EB)",N,23.80,0.0783,1.076,0.992,15.82,0.8828,408,1.12,0.0416,APO
,,3600356,"       (2012 EC)",N,23.27,0.1375,1.152,0.993,0.91,0.7976,451,1.24,0.0024,APO
,,3600476,"       (2012 EJ1)",N,25.05,0.4899,1.826,0.931,6.76,0.3994,901,2.47,0.0186,APO
,,3600477,"       (2012 EK1)",N,24.30,0.2751,1.34,0.971,44.54,0.6353,567,1.55,0.0372,APO
,,3600479,"       (2012 EM1)",N,26.50,0.4254,1.736,0.997,2.13,0.431,835,2.29,0.00991,APO
,,3600559,"       (2012 EZ1)",N,28.80,0.5959,2.006,0.811,0.50,0.3469,1.04e+03,2.84,0.00112,APO
,,3600481,"       (2012 EB2)",N,24.70,0.4234,1.787,1.030,3.90,0.4126,873,2.39,0.0301,AMO
,,3600562,"       (2012 EN3)",N,24.00,0.5571,2.276,1.008,4.75,0.287,1.25e+03,3.43,0.034,APO
,,3600563,"       (2012 EO3)",N,22.98,0.3564,0.7804,0.502,29.53,1.43,252,0.689,0.059,ATE
,,3600564,"       (2012 EP3)",N,25.50,0.4032,0.9339,0.557,6.57,1.092,330,0.903,0.0379,ATE
,,3600600,"       (2012 EQ3)",N,22.54,0.8219,1.313,0.234,8.43,0.6547,550,1.51,0.0278,APO
,,3600601,"       (2012 ER3)",N,24.50,0.4109,1.513,0.891,12.74,0.5295,680,1.86,0.0527,APO
,,3600602,"       (2012 ES3)",N,25.20,0.4259,1.743,1.000,9.70,0.4285,840,2.3,0.0497,APO
,,3601274,"       (2012 EF5)",N,21.42,0.2612,1.223,0.904,47.82,0.7285,494,1.35,0.0515,APO
,,3601275,"       (2012 EG5)",N,24.30,0.5431,2.147,0.981,3.04,0.3134,1.15e+03,3.15,0.00232,APO
,,3601276,"       (2012 EH5)",N,24.50,0.1274,0.9806,0.856,15.60,1.015,355,0.971,0.109,ATE
,,3601277,"       (2012 EJ5)",N,27.70,0.3161,1.472,1.007,0.19,0.5518,652,1.79,0.00993,APO
,,3601278,"       (2012 EK5)",N,25.54,0.5584,1.823,0.805,9.96,0.4004,899,2.46,0.00531,APO
,,3601279,"       (2012 EL5)",N,20.00,0.6711,2.464,0.811,7.01,0.2548,1.41e+03,3.87,0.0714,APO
,,3601281,"       (2012 EM5)",N,25.30,0.6157,1.85,0.711,28.76,0.3916,919,2.52,0.0138,APO
,,3601282,"       (2012 EN5)",N,27.30,0.3043,1.027,0.715,3.94,0.9466,380,1.04,0.000965,APO
,,3601280,"       (2012 EO5)",N,23.40,0.5045,1.633,0.809,6.59,0.4724,762,2.09,0.0261,APO
,,3601283,"       (2012 EP5)",N,21.69,0.2213,1.414,1.101,25.86,0.586,614,1.68,0.251,AMO
,,3601297,"       (2012 EJ8)",N,24.00,0.7070,1.516,0.444,3.54,0.5283,681,1.87,0.0553,APO
,,3601298,"       (2012 EK8)",N,23.80,0.5101,2.044,1.001,9.66,0.3373,1.07e+03,2.92,0.0237,APO
,,3601299,"       (2012 EL8)",N,28.30,0.1491,1.188,1.011,4.25,0.7611,473,1.3,0.0178,APO
,,3601300,"       (2012 EM8)",N,24.69,0.2444,1.371,1.036,3.91,0.6138,587,1.61,0.0378,AMO
,,3601301,"       (2012 EO8)",N,24.30,0.5620,2.044,0.895,8.60,0.3372,1.07e+03,2.92,0.00342,APO
,,3601335,"       (2012 EN10)",N,26.10,0.4064,1.509,0.895,11.12,0.5319,677,1.85,0.0177,APO
,,3601336,"       (2012 EO10)",N,24.50,0.5216,2.253,1.078,2.23,0.2915,1.24e+03,3.38,0.0807,AMO
,,3601337,"       (2012 EP10)",N,29.10,0.1162,1.05,0.928,1.03,0.9154,393,1.08,0.00212,APO
,,3601338,"       (2012 EQ10)",N,25.90,0.2907,1.403,0.995,12.32,0.5934,607,1.66,0.0241,APO
,,3601339,"       (2012 ER10)",N,25.50,0.5198,1.928,0.926,4.44,0.368,978,2.68,0.0101,APO
,,3601340,"       (2012 ES10)",N,23.80,0.7570,1.886,0.458,6.82,0.3807,946,2.59,0.00544,APO
,,3601342,"       (2012 EZ11)",N,21.54,0.2051,1.439,1.144,19.61,0.5711,630,1.73,0.274,AMO
,,3601343,"       (2012 EA12)",N,24.90,0.3751,1.571,0.982,30.92,0.5006,719,1.97,0.0367,APO
,,3601398,"       (2012 ER14)",N,20.50,0.3632,1.637,1.042,6.86,0.4706,765,2.09,0.0549,AMO
,,3601400,"       (2012 ES14)",N,20.08,0.6529,2.564,0.890,24.75,0.2401,1.5e+03,4.1,0.172,APO
,,3601406,"       (2012 EV14)",N,23.00,0.3962,1.737,1.049,31.54,0.4304,836,2.29,0.212,AMO
,,3601407,"       (2012 EW14)",N,22.20,0.4934,2.024,1.025,5.45,0.3423,1.05e+03,2.88,0.048,AMO
,,3601401,"       (2012 FE)",N,27.00,0.4237,1.753,1.010,4.81,0.4245,848,2.32,0.0267,APO
,,3601402,"       (2012 FF)",N,24.00,0.2566,1.531,1.138,17.59,0.5202,692,1.89,0.151,AMO
,,3601403,"       (2012 FG)",N,26.20,0.6354,2.086,0.761,2.22,0.3271,1.1e+03,3.01,0.0028,APO
,,3601408,"       (2012 FJ)",N,18.88,0.4430,2.253,1.255,39.98,0.2914,1.24e+03,3.38,0.267,AMO
